Epoch,Iter,Loss
0,0,0.493349254
0,1,0.528873682
0,2,0.476194233
0,3,0.474950194
0,4,0.481240392
1,0,0.538698912
1,1,0.453318775
1,2,0.486096829
1,3,0.500552893
1,4,0.449397802
2,0,0.477279603
2,1,0.482098222
2,2,0.442423403
2,3,0.446441233
2,4,0.48819977
3,0,0.4938595
3,1,0.444128275
3,2,0.471323192
3,3,0.410706758
3,4,0.449835122
4,0,0.429636538
4,1,0.482275903
4,2,0.504148185
4,3,0.463184595
4,4,0.432363153
5,0,0.508217394
5,1,0.457670569
5,2,0.427070349
5,3,0.454452217
5,4,0.375974119
6,0,0.445656151
6,1,0.40013206
6,2,0.384688079
6,3,0.478072882
6,4,0.450913399
7,0,0.418147594
7,1,0.434034228
7,2,0.452620387
7,3,0.406958699
7,4,0.450412363
8,0,0.404338211
8,1,0.362042159
8,2,0.40108633
8,3,0.36197257
8,4,0.341247499
9,0,0.372705221
9,1,0.362847567
9,2,0.349176407
9,3,0.303262711
9,4,0.410674453
10,0,0.34437117
10,1,0.344988853
10,2,0.299713194
10,3,0.301895618
10,4,0.237789452
11,0,0.225032985
11,1,0.257377982
11,2,0.253788829
11,3,0.162243009
11,4,0.187697202
12,0,0.244640648
12,1,0.193350077
12,2,0.251850069
12,3,0.254074216
12,4,0.233826026
13,0,0.282548785
13,1,0.244420141
13,2,0.267399758
13,3,0.212626994
13,4,0.188401535
14,0,0.20947054
14,1,0.273580402
14,2,0.203410611
14,3,0.236122042
14,4,0.181801736
15,0,0.197376817
15,1,0.229544297
15,2,0.196776614
15,3,0.232086658
15,4,0.226546347
16,0,0.229474455
16,1,0.212425783
16,2,0.265552461
16,3,0.270847559
16,4,0.166141629
17,0,0.229049146
17,1,0.208161741
17,2,0.190630168
17,3,0.176750511
17,4,0.219348326
18,0,0.240992561
18,1,0.206537306
18,2,0.188881397
18,3,0.186403632
18,4,0.288047969
19,0,0.201803029
19,1,0.248605043
19,2,0.189654589
19,3,0.264111817
19,4,0.221706659
20,0,0.191208735
20,1,0.243948311
20,2,0.213937372
20,3,0.196053475
20,4,0.226637825
21,0,0.24801451
21,1,0.278908461
21,2,0.236067146
21,3,0.195125639
21,4,0.20318386
22,0,0.261981249
22,1,0.186433986
22,2,0.197932959
22,3,0.219507575
22,4,0.211538598
23,0,0.222259849
23,1,0.177002192
23,2,0.14659214
23,3,0.196650296
23,4,0.1963007
24,0,0.192628995
24,1,0.26116699
24,2,0.223567665
24,3,0.193445176
24,4,0.176385283
25,0,0.202722594
25,1,0.165962264
25,2,0.212661296
25,3,0.150468647
25,4,0.180947363
26,0,0.20683971
26,1,0.206485972
26,2,0.189071044
26,3,0.244718507
26,4,0.246040493
27,0,0.205608457
27,1,0.275924087
27,2,0.210742757
27,3,0.22806555
27,4,0.194542587
28,0,0.146311671
28,1,0.213768125
28,2,0.236638471
28,3,0.234960228
28,4,0.191131786
29,0,0.198233992
29,1,0.213516951
29,2,0.209534198
29,3,0.2051
29,4,0.214917988
30,0,0.205175728
30,1,0.182702407
30,2,0.203935012
30,3,0.21371752
30,4,0.242234975
31,0,0.203879341
31,1,0.184827536
31,2,0.220145702
31,3,0.227299422
31,4,0.17582348
32,0,0.182967156
32,1,0.216718435
32,2,0.191983268
32,3,0.204642206
32,4,0.214754447
33,0,0.177351668
33,1,0.184075534
33,2,0.179830059
33,3,0.306336641
33,4,0.181313202
34,0,0.190264523
34,1,0.25201112
34,2,0.227386236
34,3,0.183335841
34,4,0.218323126
35,0,0.228902489
35,1,0.268019259
35,2,0.190713421
35,3,0.244062439
35,4,0.201636344
36,0,0.219255239
36,1,0.192225307
36,2,0.231150717
36,3,0.2129879
36,4,0.223135501
37,0,0.258333743
37,1,0.233650729
37,2,0.204750255
37,3,0.205346048
37,4,0.249763519
38,0,0.214465559
38,1,0.192298234
38,2,0.181162357
38,3,0.210799962
38,4,0.256687641
39,0,0.133426726
39,1,0.188674033
39,2,0.216707632
39,3,0.193588734
39,4,0.282002568
40,0,0.230927601
40,1,0.235496372
40,2,0.196304634
40,3,0.179814026
40,4,0.189124167
41,0,0.212326288
41,1,0.218272448
41,2,0.212174103
41,3,0.237208366
41,4,0.183932155
42,0,0.205903485
42,1,0.233018741
42,2,0.175733745
42,3,0.18595095
42,4,0.238910347
43,0,0.181876555
43,1,0.173817933
43,2,0.188203394
43,3,0.207019895
43,4,0.246728614
44,0,0.268999934
44,1,0.234711707
44,2,0.228375614
44,3,0.270167679
44,4,0.277594566
45,0,0.212138578
45,1,0.201664701
45,2,0.152153283
45,3,0.185829684
45,4,0.221746325
46,0,0.256198645
46,1,0.199065953
46,2,0.216710955
46,3,0.217841715
46,4,0.23257035
47,0,0.304551989
47,1,0.208523571
47,2,0.195158482
47,3,0.207089409
47,4,0.253442913
48,0,0.257465094
48,1,0.197170526
48,2,0.181891352
48,3,0.237290651
48,4,0.17778337
49,0,0.203040332
49,1,0.244516477
49,2,0.21993424
49,3,0.170638606
49,4,0.183305472
50,0,0.257113218
50,1,0.187575698
50,2,0.240139887
50,3,0.192282647
50,4,0.198546335
51,0,0.231580913
51,1,0.21197474
51,2,0.238285825
51,3,0.220031381
51,4,0.267456174
52,0,0.199043721
52,1,0.219916373
52,2,0.20242016
52,3,0.253824294
52,4,0.255969465
53,0,0.18415162
53,1,0.191268489
53,2,0.214692354
53,3,0.261715293
53,4,0.193946972
54,0,0.214042351
54,1,0.195109099
54,2,0.240276113
54,3,0.225590199
54,4,0.23772417
55,0,0.209452689
55,1,0.23633796
55,2,0.206359819
55,3,0.175446495
55,4,0.208812073
56,0,0.183450043
56,1,0.226604819
56,2,0.202475458
56,3,0.20737204
56,4,0.21526587
57,0,0.173270628
57,1,0.234983176
57,2,0.235283613
57,3,0.177181751
57,4,0.230084002
58,0,0.215866476
58,1,0.23267436
58,2,0.262667596
58,3,0.186116651
58,4,0.211419851
59,0,0.230303138
59,1,0.205633104
59,2,0.228824541
59,3,0.267922997
59,4,0.235023543
60,0,0.185258538
60,1,0.232400402
60,2,0.232749254
60,3,0.162036002
60,4,0.179887325
61,0,0.269127071
61,1,0.174360901
61,2,0.216857716
61,3,0.259736598
61,4,0.229971617
62,0,0.210118383
62,1,0.180749804
62,2,0.209041417
62,3,0.178155929
62,4,0.225610524
63,0,0.226685196
63,1,0.168420359
63,2,0.1775181
63,3,0.206340224
63,4,0.196461454
64,0,0.199257135
64,1,0.203517556
64,2,0.185600057
64,3,0.214880109
64,4,0.17772305
65,0,0.178085417
65,1,0.19518137
65,2,0.17079699
65,3,0.195040032
65,4,0.14287737
66,0,0.183133975
66,1,0.201790035
66,2,0.228575975
66,3,0.218556255
66,4,0.222169101
67,0,0.213146552
67,1,0.212369084
67,2,0.235224545
67,3,0.198209703
67,4,0.237342805
68,0,0.216957256
68,1,0.185431153
68,2,0.288329899
68,3,0.195842475
68,4,0.192427963
69,0,0.248412281
69,1,0.244467974
69,2,0.156215221
69,3,0.249910593
69,4,0.207676351
70,0,0.134615153
70,1,0.240746722
70,2,0.182990924
70,3,0.163496822
70,4,0.217517242
71,0,0.187111437
71,1,0.193730161
71,2,0.214328915
71,3,0.23369047
71,4,0.196938127
72,0,0.243827522
72,1,0.247214064
72,2,0.178218499
72,3,0.172668576
72,4,0.193760693
73,0,0.194614708
73,1,0.214096904
73,2,0.188892871
73,3,0.20110485
73,4,0.202893853
74,0,0.244802207
74,1,0.218262434
74,2,0.238767892
74,3,0.237195477
74,4,0.247587949
75,0,0.198477596
75,1,0.248323455
75,2,0.227697417
75,3,0.230600715
75,4,0.199392572
76,0,0.238882661
76,1,0.204063907
76,2,0.227934808
76,3,0.254273832
76,4,0.17196098
77,0,0.182104111
77,1,0.235501379
77,2,0.194839031
77,3,0.232308552
77,4,0.197156042
78,0,0.203354836
78,1,0.27037257
78,2,0.223952174
78,3,0.193273395
78,4,0.172201455
79,0,0.177771151
79,1,0.218010426
79,2,0.229843765
79,3,0.228260368
79,4,0.174424842
80,0,0.226115614
80,1,0.210278109
80,2,0.24594453
80,3,0.201782227
80,4,0.232164249
81,0,0.196783155
81,1,0.194669336
81,2,0.242387801
81,3,0.267836154
81,4,0.223817259
82,0,0.205825061
82,1,0.213851124
82,2,0.220155731
82,3,0.23321119
82,4,0.193415776
83,0,0.211335957
83,1,0.178507775
83,2,0.219590873
83,3,0.170262188
83,4,0.182291135
84,0,0.266928017
84,1,0.187719181
84,2,0.25559634
84,3,0.176910356
84,4,0.200242341
85,0,0.221622035
85,1,0.239154369
85,2,0.222940892
85,3,0.271716982
85,4,0.267909586
86,0,0.184432685
86,1,0.285837293
86,2,0.185287774
86,3,0.227314413
86,4,0.188676029
87,0,0.219315976
87,1,0.194084704
87,2,0.197552204
87,3,0.177966923
87,4,0.258018732
88,0,0.232239842
88,1,0.218910873
88,2,0.237477303
88,3,0.24210602
88,4,0.219197571
89,0,0.191201717
89,1,0.184427679
89,2,0.190780535
89,3,0.178789571
89,4,0.182579935
90,0,0.187393278
90,1,0.244521603
90,2,0.204985768
90,3,0.197856247
90,4,0.206148237
91,0,0.197270215
91,1,0.226323575
91,2,0.250603378
91,3,0.243575737
91,4,0.244718641
92,0,0.186518908
92,1,0.229434252
92,2,0.176356569
92,3,0.245047256
92,4,0.191011697
93,0,0.24718383
93,1,0.222508669
93,2,0.253016979
93,3,0.228957266
93,4,0.220940173
94,0,0.221142292
94,1,0.262068212
94,2,0.261132598
94,3,0.196955904
94,4,0.207391068
95,0,0.253117979
95,1,0.259177595
95,2,0.20124802
95,3,0.28316018
95,4,0.196958065
96,0,0.21671018
96,1,0.214363277
96,2,0.164642185
96,3,0.176133379
96,4,0.194520622
97,0,0.200876176
97,1,0.241185665
97,2,0.167808905
97,3,0.192498341
97,4,0.183920324
98,0,0.214948058
98,1,0.195242256
98,2,0.183034003
98,3,0.287020922
98,4,0.182846442
99,0,0.196303904
99,1,0.195926696
99,2,0.228155792
99,3,0.23999393
99,4,0.197487533
100,0,0.179386199
100,1,0.277645051
100,2,0.214844376
100,3,0.233241543
100,4,0.241568267
101,0,0.207273901
101,1,0.223522037
101,2,0.255275369
101,3,0.212552592
101,4,0.298511446
102,0,0.294602424
102,1,0.24516283
102,2,0.293050468
102,3,0.239835009
102,4,0.230227709
103,0,0.294395834
103,1,0.213317901
103,2,0.241504312
103,3,0.242383912
103,4,0.227460712
104,0,0.236250192
104,1,0.188308865
104,2,0.287157059
104,3,0.20719257
104,4,0.235139191
105,0,0.18198809
105,1,0.211510599
105,2,0.19946526
105,3,0.224023536
105,4,0.18034786
106,0,0.183337688
106,1,0.241334766
106,2,0.241035938
106,3,0.201750189
106,4,0.206357688
107,0,0.207676411
107,1,0.223533928
107,2,0.251489043
107,3,0.210308701
107,4,0.211192682
108,0,0.234963015
108,1,0.254308403
108,2,0.238820523
108,3,0.219908714
108,4,0.227739915
109,0,0.19972083
109,1,0.151161075
109,2,0.212951168
109,3,0.199633896
109,4,0.210661903
110,0,0.249893099
110,1,0.210865662
110,2,0.248537391
110,3,0.2249953
110,4,0.165379822
111,0,0.207316756
111,1,0.247851551
111,2,0.207460731
111,3,0.213389724
111,4,0.225433901
112,0,0.221838459
112,1,0.148912147
112,2,0.229336143
112,3,0.205793619
112,4,0.231174976
113,0,0.222027004
113,1,0.23049137
113,2,0.172452748
113,3,0.274536818
113,4,0.22570695
114,0,0.213538453
114,1,0.271561801
114,2,0.239962548
114,3,0.235918656
114,4,0.236553267
115,0,0.202974439
115,1,0.217787772
115,2,0.258308709
115,3,0.162390977
115,4,0.248846769
116,0,0.20745419
116,1,0.178464681
116,2,0.204307467
116,3,0.22047928
116,4,0.192668587
117,0,0.184187949
117,1,0.15268968
117,2,0.174007371
117,3,0.236602262
117,4,0.222132683
118,0,0.231671542
118,1,0.190221623
118,2,0.302994519
118,3,0.274832338
118,4,0.23079735
119,0,0.20611918
119,1,0.227015436
119,2,0.174888998
119,3,0.29569608
119,4,0.214776814
120,0,0.21210514
120,1,0.24366942
120,2,0.148235247
120,3,0.238432467
120,4,0.273891687
121,0,0.243579388
121,1,0.224957347
121,2,0.192537308
121,3,0.227812111
121,4,0.171487331
122,0,0.273243546
122,1,0.175519884
122,2,0.200894594
122,3,0.153972298
122,4,0.238013744
123,0,0.198962092
123,1,0.215251207
123,2,0.243068695
123,3,0.209465608
123,4,0.202417791
124,0,0.197694987
124,1,0.184388041
124,2,0.214689255
124,3,0.191822603
124,4,0.194196001
125,0,0.19423382
125,1,0.229184791
125,2,0.247698337
125,3,0.185796618
125,4,0.245475352
126,0,0.247733951
126,1,0.271145493
126,2,0.191082776
126,3,0.275927901
126,4,0.211168975
127,0,0.189279228
127,1,0.213184953
127,2,0.173362911
127,3,0.186654583
127,4,0.237097323
128,0,0.165921897
128,1,0.21285142
128,2,0.204422608
128,3,0.224963203
128,4,0.260951698
129,0,0.223830849
129,1,0.174368054
129,2,0.241658941
129,3,0.200157702
129,4,0.270517528
130,0,0.209818631
130,1,0.164562091
130,2,0.204115957
130,3,0.216951132
130,4,0.176163092
131,0,0.204902738
131,1,0.183873221
131,2,0.226291984
131,3,0.273409069
131,4,0.157985091
132,0,0.223825753
132,1,0.256336778
132,2,0.208167911
132,3,0.261689603
132,4,0.242588758
133,0,0.18181403
133,1,0.228761494
133,2,0.172448814
133,3,0.215002477
133,4,0.219051689
134,0,0.198186487
134,1,0.236373365
134,2,0.225122988
134,3,0.217809677
134,4,0.179613292
135,0,0.249845922
135,1,0.180260167
135,2,0.20588088
135,3,0.232831031
135,4,0.229768276
136,0,0.180896997
136,1,0.150875807
136,2,0.228945553
136,3,0.232975706
136,4,0.186895266
137,0,0.139252543
137,1,0.218378186
137,2,0.269216299
137,3,0.179577991
137,4,0.208053857
138,0,0.17023772
138,1,0.165820003
138,2,0.294176698
138,3,0.204924911
138,4,0.18292731
139,0,0.247202978
139,1,0.207200706
139,2,0.190089881
139,3,0.240386158
139,4,0.201585665
140,0,0.161036536
140,1,0.197983563
140,2,0.270393521
140,3,0.226796865
140,4,0.230511963
141,0,0.241496891
141,1,0.217282221
141,2,0.188653082
141,3,0.185935661
141,4,0.185196072
142,0,0.254133016
142,1,0.226275727
142,2,0.235565573
142,3,0.198537663
142,4,0.219492316
143,0,0.232944429
143,1,0.184037894
143,2,0.207257882
143,3,0.190269738
143,4,0.203076288
144,0,0.230591506
144,1,0.203793734
144,2,0.241983145
144,3,0.192234442
144,4,0.199862957
145,0,0.235318184
145,1,0.17236048
145,2,0.211247578
145,3,0.205666065
145,4,0.254973292
146,0,0.185524166
146,1,0.263458997
146,2,0.26205644
146,3,0.198141262
146,4,0.215344235
147,0,0.18729201
147,1,0.194795936
147,2,0.175622851
147,3,0.240379706
147,4,0.213677287
148,0,0.208067179
148,1,0.191313058
148,2,0.196348563
148,3,0.202342391
148,4,0.215184763
149,0,0.202473447
149,1,0.203418389
149,2,0.211228594
149,3,0.210075304
149,4,0.18641609
150,0,0.19733566
150,1,0.206857234
150,2,0.21712023
150,3,0.216776773
150,4,0.224448115
151,0,0.177624628
151,1,0.155336529
151,2,0.204463542
151,3,0.206763953
151,4,0.174923658
152,0,0.165243
152,1,0.183953673
152,2,0.176000595
152,3,0.186843753
152,4,0.136910737
153,0,0.210220516
153,1,0.214939147
153,2,0.170057192
153,3,0.147885695
153,4,0.193980113
154,0,0.255443931
154,1,0.209082305
154,2,0.237973005
154,3,0.225802988
154,4,0.233361378
155,0,0.238482907
155,1,0.202152118
155,2,0.190616086
155,3,0.204731494
155,4,0.262007952
156,0,0.243027344
156,1,0.160255849
156,2,0.165010437
156,3,0.206959277
156,4,0.212398201
157,0,0.222245917
157,1,0.224715769
157,2,0.227198124
157,3,0.195940867
157,4,0.197422832
158,0,0.219761655
158,1,0.203620866
158,2,0.241387114
158,3,0.168436453
158,4,0.156678542
159,0,0.199553028
159,1,0.272541106
159,2,0.18953155
159,3,0.274700284
159,4,0.243473381
160,0,0.211042657
160,1,0.209641635
160,2,0.23425439
160,3,0.212533787
160,4,0.148206621
161,0,0.20053485
161,1,0.199129045
161,2,0.255899638
161,3,0.253081411
161,4,0.253760278
162,0,0.190994203
162,1,0.247466922
162,2,0.274904609
162,3,0.246714324
162,4,0.167915925
163,0,0.192378849
163,1,0.220688343
163,2,0.211821765
163,3,0.199445367
163,4,0.234795421
164,0,0.189530551
164,1,0.235878259
164,2,0.27707696
164,3,0.158771694
164,4,0.206232354
165,0,0.239954531
165,1,0.204836965
165,2,0.251622826
165,3,0.234492481
165,4,0.19762221
166,0,0.239727065
166,1,0.262202948
166,2,0.251165807
166,3,0.2151061
166,4,0.159387708
167,0,0.166858315
167,1,0.158050895
167,2,0.287850916
167,3,0.254542023
167,4,0.246137232
168,0,0.205906183
168,1,0.205822527
168,2,0.221121788
168,3,0.212906182
168,4,0.209306777
169,0,0.199554354
169,1,0.203543276
169,2,0.164673448
169,3,0.201830924
169,4,0.26762116
170,0,0.159836203
170,1,0.209482804
170,2,0.235291541
170,3,0.15593113
170,4,0.148241639
171,0,0.23059535
171,1,0.198279157
171,2,0.161672279
171,3,0.152387053
171,4,0.197138876
172,0,0.231855929
172,1,0.145240098
172,2,0.219527334
172,3,0.198917851
172,4,0.204883218
173,0,0.209245086
173,1,0.235478178
173,2,0.192784011
173,3,0.212339282
173,4,0.208339125
174,0,0.226155728
174,1,0.264676958
174,2,0.210453674
174,3,0.142541528
174,4,0.205193654
175,0,0.200644985
175,1,0.183936507
175,2,0.228398129
175,3,0.239749178
175,4,0.173779085
176,0,0.235093355
176,1,0.235283256
176,2,0.201296389
176,3,0.216584057
176,4,0.196175337
177,0,0.167851269
177,1,0.152894512
177,2,0.21973601
177,3,0.170530736
177,4,0.181574091
178,0,0.202807188
178,1,0.236959577
178,2,0.237519607
178,3,0.175803214
178,4,0.241878226
179,0,0.185165063
179,1,0.222538739
179,2,0.222468302
179,3,0.238996625
179,4,0.196837202
180,0,0.20098868
180,1,0.211351246
180,2,0.197944
180,3,0.159592718
180,4,0.17824775
181,0,0.230985373
181,1,0.194105387
181,2,0.21110186
181,3,0.185912997
181,4,0.236037269
182,0,0.236044765
182,1,0.259969175
182,2,0.170668766
182,3,0.219152451
182,4,0.179758161
183,0,0.218345284
183,1,0.222194731
183,2,0.23430486
183,3,0.212174684
183,4,0.237555921
184,0,0.220243528
184,1,0.240145475
184,2,0.147111729
184,3,0.205456913
184,4,0.202370435
185,0,0.189020723
185,1,0.208338857
185,2,0.189841077
185,3,0.187747419
185,4,0.159986168
186,0,0.199635953
186,1,0.202556461
186,2,0.219370767
186,3,0.215245292
186,4,0.197329223
187,0,0.181261003
187,1,0.140039548
187,2,0.206537277
187,3,0.190342963
187,4,0.16705741
188,0,0.185888648
188,1,0.20707202
188,2,0.262905777
188,3,0.198154628
188,4,0.179519445
189,0,0.172847688
189,1,0.222856164
189,2,0.173920587
189,3,0.191803366
189,4,0.206631497
190,0,0.173058718
190,1,0.236892492
190,2,0.171598047
190,3,0.196954131
190,4,0.203067988
191,0,0.173878983
191,1,0.244019017
191,2,0.221750423
191,3,0.199662924
191,4,0.212851942
192,0,0.186348379
192,1,0.204846784
192,2,0.208102241
192,3,0.175642595
192,4,0.220400989
193,0,0.228312001
193,1,0.186246157
193,2,0.220432311
193,3,0.211428523
193,4,0.212004244
194,0,0.192481399
194,1,0.216611445
194,2,0.180810198
194,3,0.21495758
194,4,0.208529234
195,0,0.191643775
195,1,0.191614747
195,2,0.172613382
195,3,0.163654804
195,4,0.228634298
196,0,0.195690751
196,1,0.151248544
196,2,0.16730909
196,3,0.185865372
196,4,0.216494471
197,0,0.135836929
197,1,0.188007891
197,2,0.147744596
197,3,0.20683676
197,4,0.14238593
198,0,0.218571797
198,1,0.207026273
198,2,0.218885988
198,3,0.192787811
198,4,0.191894546
199,0,0.174455434
199,1,0.23192206
199,2,0.170029938
199,3,0.202787071
199,4,0.170473903
200,0,0.188921764
200,1,0.224960029
200,2,0.155261591
200,3,0.212229013
200,4,0.149425074
201,0,0.173232883
201,1,0.215374172
201,2,0.163202852
201,3,0.186317742
201,4,0.198767751
202,0,0.182583034
202,1,0.201023757
202,2,0.133805633
202,3,0.313283563
202,4,0.180326328
203,0,0.216186672
203,1,0.183924869
203,2,0.20273155
203,3,0.210459113
203,4,0.176458225
204,0,0.213281363
204,1,0.22150825
204,2,0.213808477
204,3,0.134412199
204,4,0.174727678
205,0,0.157308042
205,1,0.241664112
205,2,0.195176601
205,3,0.129611045
205,4,0.193553805
206,0,0.197718948
206,1,0.207223803
206,2,0.239599407
206,3,0.106107742
206,4,0.23230505
207,0,0.18254602
207,1,0.15853861
207,2,0.176276848
207,3,0.209047198
207,4,0.178495616
208,0,0.150801525
208,1,0.223726079
208,2,0.200364172
208,3,0.157869369
208,4,0.249822766
209,0,0.181654602
209,1,0.208979577
209,2,0.187381417
209,3,0.27382946
209,4,0.2059955
210,0,0.158927515
210,1,0.180130556
210,2,0.201513037
210,3,0.13400653
210,4,0.2446004
211,0,0.200364843
211,1,0.216356263
211,2,0.182172686
211,3,0.202839002
211,4,0.207405522
212,0,0.249648392
212,1,0.169840008
212,2,0.203660339
212,3,0.150280461
212,4,0.182827443
213,0,0.208846837
213,1,0.263151169
213,2,0.203320026
213,3,0.154415756
213,4,0.205791593
214,0,0.196553946
214,1,0.185679823
214,2,0.230614692
214,3,0.161870018
214,4,0.187956929
215,0,0.194837868
215,1,0.23716554
215,2,0.186112553
215,3,0.15673241
215,4,0.232296243
216,0,0.205586553
216,1,0.239969388
216,2,0.185771316
216,3,0.186922565
216,4,0.184876144
217,0,0.168835491
217,1,0.182343736
217,2,0.182953611
217,3,0.175312668
217,4,0.197650433
218,0,0.176339731
218,1,0.185986727
218,2,0.227431178
218,3,0.229379565
218,4,0.198605224
219,0,0.18285495
219,1,0.156274676
219,2,0.166435897
219,3,0.168246821
219,4,0.217355967
220,0,0.197433844
220,1,0.172866702
220,2,0.170621783
220,3,0.188148469
220,4,0.190069214
221,0,0.178807467
221,1,0.221433014
221,2,0.156187236
221,3,0.22780785
221,4,0.153343782
222,0,0.215285748
222,1,0.173847139
222,2,0.143361747
222,3,0.226312816
222,4,0.185016587
223,0,0.180307075
223,1,0.180594712
223,2,0.170767337
223,3,0.189062506
223,4,0.233173758
224,0,0.192126781
224,1,0.23569636
224,2,0.151530385
224,3,0.167947009
224,4,0.218646497
225,0,0.198192805
225,1,0.17627281
225,2,0.198227733
225,3,0.227653936
225,4,0.190025508
226,0,0.185893506
226,1,0.203147367
226,2,0.161129177
226,3,0.17151773
226,4,0.169236258
227,0,0.212234139
227,1,0.149024844
227,2,0.218701422
227,3,0.150941893
227,4,0.14218919
228,0,0.145198226
228,1,0.157197461
228,2,0.197119236
228,3,0.148144275
228,4,0.158952445
229,0,0.212538213
229,1,0.152839646
229,2,0.202816769
229,3,0.178142279
229,4,0.150817961
230,0,0.191615283
230,1,0.127066255
230,2,0.185831696
230,3,0.168154478
230,4,0.186004728
231,0,0.211203307
231,1,0.169757366
231,2,0.217992842
231,3,0.148013115
231,4,0.20283632
232,0,0.168421984
232,1,0.183950216
232,2,0.16746901
232,3,0.174535215
232,4,0.173044056
233,0,0.172247037
233,1,0.173210725
233,2,0.208248138
233,3,0.208466351
233,4,0.162305325
234,0,0.201252133
234,1,0.165766418
234,2,0.168931216
234,3,0.202697784
234,4,0.169198617
235,0,0.144444346
235,1,0.160491705
235,2,0.185953766
235,3,0.217591941
235,4,0.224494249
236,0,0.18814981
236,1,0.189109132
236,2,0.166419417
236,3,0.214368045
236,4,0.177603632
237,0,0.188079178
237,1,0.165798083
237,2,0.166827336
237,3,0.192709282
237,4,0.229678482
238,0,0.152547196
238,1,0.173356503
238,2,0.195917308
238,3,0.175090984
238,4,0.223592535
239,0,0.17954433
239,1,0.202097237
239,2,0.182490259
239,3,0.1296653
239,4,0.150187165
240,0,0.160528213
240,1,0.181225806
240,2,0.187497094
240,3,0.163394094
240,4,0.17805621
241,0,0.161267459
241,1,0.179868966
241,2,0.208110541
241,3,0.168765187
241,4,0.155149922
242,0,0.214756086
242,1,0.163753331
242,2,0.15856415
242,3,0.158505172
242,4,0.163786098
243,0,0.195032924
243,1,0.226287514
243,2,0.174475074
243,3,0.154863924
243,4,0.235869825
244,0,0.187931716
244,1,0.173933804
244,2,0.181175858
244,3,0.134397373
244,4,0.174372673
245,0,0.177446514
245,1,0.220515877
245,2,0.184459358
245,3,0.161869913
245,4,0.138539195
246,0,0.179438114
246,1,0.154036701
246,2,0.172946721
246,3,0.151995599
246,4,0.231629208
247,0,0.142564803
247,1,0.232450932
247,2,0.180172697
247,3,0.16110231
247,4,0.182316631
248,0,0.192687452
248,1,0.203829095
248,2,0.237977833
248,3,0.144805551
248,4,0.222420305
249,0,0.224442065
249,1,0.179436818
249,2,0.171206355
249,3,0.13461107
249,4,0.138570786
250,0,0.220840871
250,1,0.203482509
250,2,0.168414563
250,3,0.212881953
250,4,0.131711498
251,0,0.181268722
251,1,0.177460194
251,2,0.187005728
251,3,0.196760714
251,4,0.209254116
252,0,0.17957738
252,1,0.188544542
252,2,0.221335232
252,3,0.182449728
252,4,0.163488418
